num,x,y,targetX,targetY,errorX,errorY,tot_error,PID_x,PID_y
0,0,0,7.989318571077936,-0.41314597694922367,0,0,0.0,-0.0,-0.0
1,0,0,7.989476714047635,-0.41018207440144644,0,0,0.0,-0.0,-0.0
2,0,0,7.997831843402851,-0.1861115893118776,0,0,0.0,-0.0,-0.0
3,0,0,7.999515232926368,0.08818852785579359,0,0,0.0,-0.0,-0.0
4,0,0,7.9926487718488675,0.34301181015470045,0,0,0.0,-0.0,-0.0
5,0,0,7.976284018024117,0.615668575889501,0,0,0.0,-0.0,-0.0
6,0,0,7.954017701183178,0.8566329883910238,0,0,0.0,-0.0,-0.0
7,0,0,7.919716278651997,1.1306641749478161,0,0,0.0,-0.0,-0.0
8,0,0,7.877010378557037,1.3975039105929994,0,0,0.0,-0.0,-0.0
9,0,0,7.826473935321457,1.6573866226407141,0,0,0.0,-0.0,-0.0
10,0,0,7.770323635661451,1.903297945343033,0,0,0.0,-0.0,-0.0
11,0,0,7.695328294845936,2.186868964886863,0,0,0.0,-0.0,-0.0
12,0,0,7.622656315181532,2.428099400201252,0,0,0.0,-0.0,-0.0
13,0,0,7.543850454777096,2.662871655840176,0,0,0.0,-0.0,-0.0
14,0,0,7.44678364150243,2.9233515551931704,0,0,0.0,-0.0,-0.0
15,0,0,7.350725292506814,3.1571402919854514,0,0,0.0,-0.0,-0.0
16,0,0,7.238262402629429,3.407102179587438,0,0,0.0,-0.0,-0.0
17,0,0,7.124821297552954,3.638366743670802,0,0,0.0,-0.0,-0.0
18,0,0,6.996017863970242,3.8804020886939066,0,0,0.0,-0.0,-0.0
19,0,0,6.86755704471309,4.103366211899619,0,0,0.0,-0.0,-0.0
20,0,0,6.729241063131608,4.3265004068979955,0,0,0.0,-0.0,-0.0
21,0,0,6.580390803711952,4.549662362098815,0,0,0.0,-0.0,-0.0
22,0,0,6.42093990188287,4.772029055190064,0,0,0.0,-0.0,-0.0
23,0,0,6.262969681225927,4.977568869683552,0,0,0.0,-0.0,-0.0
24,0,0,6.098193256832643,5.178112791144999,0,0,0.0,-0.0,-0.0
25,0,0,5.922705977577388,5.378041549295973,0,0,0.0,-0.0,-0.0
26,0,0,5.7463993552848835,5.565961868301724,0,0,0.0,-0.0,-0.0
27,0,0,5.553344337784133,5.758592565195193,0,0,0.0,-0.0,-0.0
28,0,0,5.370026186555396,5.9299205356648255,0,0,0.0,-0.0,-0.0
29,0,0,5.164035495858303,6.1101309561838795,0,0,0.0,-0.0,-0.0
30,0,0,4.9596662688600235,6.277152677204558,0,0,0.0,-0.0,-0.0
31,0,0,4.7377561243159825,6.446285669034876,0,0,0.0,-0.0,-0.0
32,0,0,4.532395563966607,6.592280318454931,0,0,0.0,-0.0,-0.0
33,0,0,4.311677055213634,6.73871751864197,0,0,0.0,-0.0,-0.0
34,0,0,4.085926961000854,6.877946807241282,0,0,0.0,-0.0,-0.0
35,0,0,3.627963692835619,7.130118852151561,0,0,0.0,-0.0,-0.0
36,0,0,3.385854372064938,7.2482191324314815,0,0,0.0,-0.0,-0.0
37,0,0,3.139790279814169,7.358156433322935,0,0,0.0,-0.0,-0.0
38,0,0,2.891091237121898,7.459371891229411,0,0,0.0,-0.0,-0.0
39,0,0,2.63097177909244,7.555033899127641,0,0,0.0,-0.0,-0.0
40,2.0,19.5,2.415210881405581,7.626795681244275,0.41521088140558104,-11.873204318755725,11.880462148879445,-5.150298714614827,147.2605178983606
41,1.7,18.7,2.135605334272564,7.709709570037438,0.43560533427256387,-10.990290429962561,10.998919753420031,-0.42051406778753286,-2.3431992800775605
42,1.4,17.7,1.8860792239203839,7.774514950795596,0.48607922392038394,-9.925485049204404,9.937380262116731,-0.7916090277740491,-5.756650165116887
43,1.0,16.7,1.6238813004903778,7.833472316602593,0.6238813004903778,-8.866527683397408,8.888449866965226,-1.2325218185694722,-3.3988980491338436
44,0.7,15.7,1.388498020268146,7.878610013604979,0.6884980202681461,-7.821389986395021,7.851634915302256,-0.8146410499241803,-5.107576877686016
45,0.3,14.6,1.1087606353324904,7.922812090831473,0.8087606353324903,-6.677187909168526,6.725989305641941,-1.1456598717002633,-5.290811147842191
46,0.0,13.8,0.8517308102652128,7.954541614741084,0.8517308102652128,-5.845458385258917,5.907184533002911,-0.5271790181067818,3.4036214434890635
47,-0.3,12.3,0.6072438714935895,7.976930560386722,0.9072438714935895,-4.3230694396132785,4.417241313544116,-1.0601259180686404,-3.6380701898268644
48,-0.7,11.3,0.33118164072435985,7.993145927950865,1.03118164072436,-3.306854072049136,3.4639023412900856,-1.5351912854595366,-0.1032837751646749
49,-0.9,10.2,0.06272288583118556,7.999754992708046,0.9627228858311856,-2.2002450072919535,2.401648068934392,-0.22693902724644277,-2.151605958213808
50,-1.3,9.4,-0.21250858236057937,7.997174525141867,1.0874914176394206,-1.4028254748581332,1.7749808157696647,-1.642859345688997,-0.9267445604040117
51,-1.6,8.2,-0.46641932785706686,7.986386178395678,1.1335806721429331,-0.21361382160432107,1.1535319696637916,-1.1941132776460088,-5.449121364494532
52,-1.9,7.4,-0.7398258073021963,7.965708836006764,1.1601741926978035,0.5657088360067632,1.2907480949194259,-1.076069839884034,-2.9016026488525166
53,-2.1,6.5,-0.9884095386944518,7.938693108402889,1.1115904613055483,1.438693108402889,1.818095490845145,-0.5210367749272976,-5.164216490436353
54,-2.4,5.8,-1.2464890195062246,7.902278878986968,1.1535109804937753,2.1022788789869677,2.397949971778897,-1.2359560634641817,-4.345765053091203
