num,x,y,targetX,targetY,errorX,errorY,tot_error,PID_x,PID_y
0,0,0,-7.901271059817063,-1.2531059139173262,0,0,0.0,-0.0,-0.0
1,0,0,-7.874554247796157,-1.4112713562665666,0,0,0.0,-0.0,-0.0
2,0,0,-7.8257054159889226,-1.6609261317525956,0,0,0.0,-0.0,-0.0
3,0,0,-7.764305305169033,-1.9276943749534639,0,0,0.0,-0.0,-0.0
4,0,0,-7.693023795334139,-2.194978905530285,0,0,0.0,-0.0,-0.0
5,0,0,-7.623789522142774,-2.4245461104187824,0,0,0.0,-0.0,-0.0
6,0,0,-7.533930542245102,-2.690840990349663,0,0,0.0,-0.0,-0.0
7,0,0,-7.437702909579961,-2.946393344268697,0,0,0.0,-0.0,-0.0
8,0,0,-7.346725639031218,-3.1664506860247137,0,0,0.0,-0.0,-0.0
9,0,0,-7.229534327299612,-3.4255924517347927,0,0,0.0,-0.0,-0.0
10,0,0,-7.118665434526434,-3.6503864314557775,0,0,0.0,-0.0,-0.0
11,0,0,-6.9827733881583995,-3.90404133597288,0,0,0.0,-0.0,-0.0
12,0,0,-6.855410037614189,-4.1236005031011755,0,0,0.0,-0.0,-0.0
13,0,0,-6.710835740240517,-4.354945196914738,0,0,0.0,-0.0,-0.0
14,0,0,-6.569333590566397,-4.565638784181789,0,0,0.0,-0.0,-0.0
15,0,0,-6.409310491061123,-4.787657133956836,0,0,0.0,-0.0,-0.0
16,0,0,-6.251990415807628,-4.991365728201526,0,0,0.0,-0.0,-0.0
17,0,0,-6.081380205948474,-5.197861518860667,0,0,0.0,-0.0,-0.0
18,0,0,-5.902644980393467,-5.3999773094306285,0,0,0.0,-0.0,-0.0
19,0,0,-5.741698421501711,-5.570798784216861,0,0,0.0,-0.0,-0.0
20,0,0,-5.5484657294015,-5.763288007742484,0,0,0.0,-0.0,-0.0
21,0,0,-5.343902890660747,-5.9534588927839325,0,0,0.0,-0.0,-0.0
22,0,0,-5.146368421192816,-6.12502728436234,0,0,0.0,-0.0,-0.0
23,0,0,-4.936891908057736,-6.295075266273099,0,0,0.0,-0.0,-0.0
24,0,0,-4.725324646073393,-6.455398140578294,0,0,0.0,-0.0,-0.0
25,0,0,-4.515214071347463,-6.604073009071556,0,0,0.0,-0.0,-0.0
26,0,0,-4.306513773239897,-6.742022449159225,0,0,0.0,-0.0,-0.0
27,0,0,-4.072438265536565,-6.885953558129022,0,0,0.0,-0.0,-0.0
28,0,0,-3.856354270938958,-7.009229071154989,0,0,0.0,-0.0,-0.0
29,0,0,-3.6213681275067424,-7.133470916919343,0,0,0.0,-0.0,-0.0
30,0,0,-3.3768501535616373,-7.252431238139127,0,0,0.0,-0.0,-0.0
31,0,0,-3.1483299506498255,-7.3545089847364435,0,0,0.0,-0.0,-0.0
32,0,0,-2.8893768003779776,-7.46006298671904,0,0,0.0,-0.0,-0.0
33,0,0,-2.631425748855708,-7.5548808173462785,0,0,0.0,-0.0,-0.0
34,0,0,-2.390044613727845,-7.634682318038083,0,0,0.0,-0.0,-0.0
35,0,0,-2.128619620013735,-7.711647225468677,0,0,0.0,-0.0,-0.0
36,0,0,-1.8959369735206095,-7.772121051674686,0,0,0.0,-0.0,-0.0
37,0,0,-1.6270375432718551,-7.8328290330289745,0,0,0.0,-0.0,-0.0
38,0,0,-1.3679605926844143,-7.882198224228046,0,0,0.0,-0.0,-0.0
39,0,0,-0.8394006568044283,-7.955855240683803,0,0,0.0,-0.0,-0.0
40,0,0,-0.5953795515213265,-7.97782323690156,0,0,0.0,-0.0,-0.0
41,0,0,-0.3167530142031407,-7.993731442258512,0,0,0.0,-0.0,-0.0
42,0,0,-0.05348399579908283,-7.9998219023115364,0,0,0.0,-0.0,-0.0
43,0,0,0.22165470161377976,-7.9969253519232,0,0,0.0,-0.0,-0.0
44,0,0,0.4765620494354913,-7.985785423259545,0,0,0.0,-0.0,-0.0
45,0,0,0.7321945212259192,-7.966411910260524,0,0,0.0,-0.0,-0.0
46,0,0,1.0117444856602962,-7.9357526533294855,0,0,0.0,-0.0,-0.0
47,0,0,1.2743124141879665,-7.897836761875659,0,0,0.0,-0.0,-0.0
48,0,0,1.526206493583329,-7.853044320355468,0,0,0.0,-0.0,-0.0
49,0,0,1.7714380294532819,-7.80138018741052,0,0,0.0,-0.0,-0.0
50,0,0,2.0339945887959767,-7.737081055527182,0,0,0.0,-0.0,-0.0
51,0,0,2.295255765632723,-7.6636303798729415,0,0,0.0,-0.0,-0.0
